6cc2219a0f66822b1ada491e96eafd953a0f7269_159373	Eukaryota		1	Arthropoda		1	Hexanauplia		1	Sessilia	g	1	Balanidae		1	Balanus		1	Balanus_balanus		0.91
b69b514e60af5aa0249acdee2b78ab1f735a0e7a_82067	Eukaryota		1	Arthropoda		0.63	Insecta		0.48	Diptera	g	0.09	Chironomidae		0.04	Tokunagaia		0.04	Tokunagaia_parexcellens		0.04
f7781e8b9953dfcf2f665a1b7ad237b745134a38_68373	Eukaryota		1	Ectocarpales		0.06	Phaeophyceae_16		0.06	Ectocarpales	g	0.06	Chordariaceae		0.06	Mesogloia		0.03	Mesogloia_ikomae		0.03
c77101d4a16459a17d90f37d36ab36b13403a2a6_58502	Eukaryota		1	Bacillariophyta		0.37	Bacillariophyceae		0.11	Naviculales	g	0.09	Naviculaceae		0.07	Navicula		0.04	Navicula_ramosissima		0.04
fae714df998258ca756f8df0c88f7c9e3a2c72f5_55464	Eukaryota		1	Annelida		1	Polychaeta		1	Phyllodocida	g	1	Nereididae		1	Alitta		1	Alitta_virens		1
8a6aaec2f0803106613df91ee79911ada3f9cfb4_46818	Eukaryota		1	Cnidaria		1	Hydrozoa		1	Leptothecata	g	1	Obeliidae		1	Obelia		1	Obelia_longissima		1
ca53f8b2a4b557904d2cfdd681623b0c2c5a753f_39494	Eukaryota		1	Annelida		1	Polychaeta		1	Phyllodocida	g	1	Hesionidae		1	Psamathe		1	Psamathe_fusca		1
42ee08b6b5d2f287a2e08cd5d2f4bca0770e07c8_33786	Eukaryota		1	Arthropoda		0.65	Malacostraca		0.21	Amphipoda	g	0.08	Lysianassidae		0.03	Onisimus		0.03	Onisimus_nanseni		0.03
e1025484213fa24992c9f8301ed64d0ef8c6c71b_31075	Eukaryota		1	Chordata		1	Actinopteri		1	Gobiiformes	g	1	Gobiidae		1	Gobiusculus		1	Gobiusculus_flavescens		1
34db4b9bb9f1c905364c01935bd48b6d2b850687_29222	Eukaryota		1	Annelida		1	Polychaeta		1	Dinophilidae	g	1	Dinophilidae		1	Dinophilus		1	Dinophilus_vorticoides		1
c0cb9816365127fb07183d7546bf210b85401044_22775	Eukaryota		1	Annelida		1	Polychaeta		1	Terebellida	g	1	Terebellidae		1	Nicolea		1	Nicolea_zostericola		1
4d5a4072553b8223f42cd7e84ae6c17513d4d6a0_19403	Eukaryota		1	Arthropoda		0.69	Insecta		0.62	Coleoptera	g	0.3	Rhagophthalmidae		0.08	Rhagophthalmus		0.08	Rhagophthalmus_lufengensis		0.08
6889830f91d9b4e931538d0e6d1617332dc7c8fe_18504	Eukaryota		1	Bacillariophyta		0.47	Fragilariophyceae		0.21	Thalassionemales	g	0.17	Thalassionemataceae		0.17	Thalassionema		0.17	Thalassionema_nitzschioides		0.17
e0f9988a45b88ebfcc4f1d4349df7f321dee4f43_15815	Eukaryota		1	Basidiomycota		0.08	Agaricostilbomycetes		0.07	Agaricostilbales	g	0.07	Agaricostilbaceae		0.07	Sterigmatomyces		0.07	Sterigmatomyces_sp		0.07
610a83eb6f8fab2f02d0c4affb939d6162460808_15633	Eukaryota		1	Arthropoda		0.73	Insecta		0.39	Coleoptera	g	0.11	Scarabaeidae		0.06	Onthophagus		0.06	Onthophagus_bicallosus		0.06
80c1d1ebd2c50ce2a24a1e0771a84a6ed3b52d79_13327	Eukaryota		1	Chordata		1	Actinopteri		1	Gobiiformes	g	1	Gobiidae		1	Gobius		1	Gobius_niger		1
93c5fdaad5693cec585b748a30bd63653471b126_12292	Eukaryota		1	Annelida		1	Polychaeta		1	Phyllodocida	g	1	Polynoidae		1	Harmothoe		1	Harmothoe_imbricata		1
688d5e22286ab575831dfbbf494c633e58aa3e6e_10180	Eukaryota		1	Arthropoda		1	Hexanauplia		1	Sessilia	g	1	Balanidae		1	Amphibalanus		1	Amphibalanus_improvisus		1
55a42befe50faf9522ce270ac0d13113605218ca_9958	Eukaryota		1	Mollusca		1	Gastropoda		1	Nudibranchia	g	1	Eubranchidae		1	Eubranchus		1	Eubranchus_exiguus		1
af8eabcaace8470de9ae7ad3f47a0a19d09420af_8772	Eukaryota		1	Arthropoda		0.94	Hexanauplia		0.33	Harpacticoida	g	0.17	Canthocamptidae		0.09	Canthocamptus		0.09	Canthocamptus_coreensis		0.09
b742e7f3fa50bb43ad72546cb25d1f7d80fea519_8335	Eukaryota		1	Arthropoda		1	Malacostraca		1	Amphipoda	g	1	Corophiidae		1	Monocorophium		1	Monocorophium_insidiosum		1
641bac07ea87f1ca7c01499d93267e36f8e95c85_7706	Eukaryota		1	Cnidaria		1	Hydrozoa		1	Leptothecata	g	1	Obeliidae		1	Obelia		1	Obelia_geniculata		1
db9a7df9a7711a244707ab441ad39a9c8197e04a_7503	Eukaryota		1	Arthropoda		0.77	Insecta		0.63	Lepidoptera	g	0.34	Sphingidae		0	Platysphinx		0	Platysphinx_stigmatica		0
5ae1341da7ed3b29f88201563c85b12b0112a65a_6923	Eukaryota		1	Bacillariophyta		0.4	Mediophyceae		0.25	Triceratiales	g	0.22	Plagiogrammaceae		0.21	Psammoneis		0.13	Psammoneis_japonica		0.13
5bf628ac4fba228a03d81385a0527c21a50fa83c_6108	Eukaryota		1	Cnidaria		1	Anthozoa		1	Actiniaria	g	1	Sagartiidae		0.46	Sagartiogeton		0.46	Sagartiogeton_laceratus		0.46
d5ab26f55b9ab8baf64a3a7ca654c2d50b08af2d_5507	Eukaryota		1	Echinodermata		1	Echinoidea		1	Echinoida	g	1	Echinidae		1	Psammechinus		1	Psammechinus_miliaris		1
93dd61d590b725e958561b07b9c56f05fb778704_5335	Eukaryota		1	Mollusca		1	Gastropoda		1	Nudibranchia	g	1	Glaucidae		1	Facelina		1	Facelina_bostoniensis		1
e25bd814dea458cf8debcd0e6b4ffe78a54a1c9a_4996	Eukaryota		1	Arthropoda		0.44	Insecta		0.24	Diptera	g	0.03	Ceratopogonidae		0.01	Brachypogon		0.01	Brachypogon_canadensis		0.01
8f93f069ddaa80741271bea611f82ef42b2d94cf_4989	Eukaryota		1	Mollusca		1	Bivalvia		1	Mytiloida	g	1	Mytilidae		1	Mytilus		1	Mytilus_edulis		1
b0def8e326d53a5c73ed12c28cb498e966457be7_4677	Eukaryota		1	Bacillariophyta		1	Bacillariophyceae		1	Bacillariales	g	1	Bacillariaceae		1	Cylindrotheca		1	Cylindrotheca_closterium		1
